Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
Armenia,Rest of Europe,2008,18.10 ,20.30 ,142.54 ,3.96 ,89.00 ,94.00 ,25.90 ,91.00 ,89.00 ,0.08 ,3335.00 ,2.91 ,2.00 ,2.10 ,11.00 ,0.00 ,1.00 ,72.90 
Australia,Oceania,2010,4.00 ,4.80 ,62.17 ,10.52 ,92.00 ,88.00 ,26.90 ,92.00 ,92.00 ,0.05 ,53543.00 ,22.03 ,0.70 ,0.60 ,12.40 ,1.00 ,0.00 ,81.70 
Australia,Oceania,2003,4.90 ,5.90 ,69.88 ,9.97 ,95.00 ,86.00 ,26.50 ,92.00 ,93.00 ,0.05 ,47997.00 ,19.90 ,0.70 ,0.70 ,11.80 ,1.00 ,0.00 ,80.20 
Australia,Oceania,2001,5.00 ,6.10 ,73.71 ,9.53 ,94.00 ,85.00 ,26.30 ,91.00 ,92.00 ,0.04 ,45865.00 ,19.41 ,0.70 ,0.70 ,11.90 ,1.00 ,0.00 ,79.60 
Australia,Oceania,2009,4.20 ,5.00 ,64.84 ,10.62 ,94.00 ,82.00 ,26.90 ,92.00 ,92.00 ,0.05 ,53226.00 ,21.69 ,0.70 ,0.60 ,12.30 ,1.00 ,0.00 ,81.50 
Australia,Oceania,2006,4.70 ,5.60 ,65.59 ,10.31 ,95.00 ,87.00 ,26.70 ,92.00 ,92.00 ,0.05 ,50948.00 ,20.70 ,0.70 ,0.60 ,11.90 ,1.00 ,0.00 ,81.00 
Australia,Oceania,2002,5.00 ,6.00 ,71.94 ,9.84 ,95.00 ,85.00 ,26.40 ,92.00 ,92.00 ,0.04 ,47127.00 ,19.65 ,0.70 ,0.70 ,11.80 ,1.00 ,0.00 ,79.90 
Australia,Oceania,2012,3.60 ,4.30 ,60.04 ,10.03 ,91.00 ,91.00 ,27.00 ,92.00 ,92.00 ,0.05 ,55255.00 ,22.73 ,0.60 ,0.60 ,12.60 ,1.00 ,0.00 ,82.00 
Australia,Oceania,2005,4.80 ,5.70 ,66.52 ,10.30 ,95.00 ,85.00 ,26.70 ,92.00 ,92.00 ,0.05 ,50333.00 ,20.39 ,0.70 ,0.60 ,11.70 ,1.00 ,0.00 ,80.80 
Australia,Oceania,2013,3.50 ,4.10 ,60.22 ,10.00 ,91.00 ,92.00 ,27.00 ,91.00 ,91.00 ,0.05 ,55724.00 ,23.13 ,0.60 ,0.60 ,12.60 ,1.00 ,0.00 ,82.10 
Australia,Oceania,2011,3.80 ,4.50 ,62.18 ,10.30 ,92.00 ,90.00 ,27.00 ,92.00 ,92.00 ,0.05 ,54108.00 ,22.34 ,0.60 ,0.60 ,12.50 ,1.00 ,0.00 ,81.90 
Australia,Oceania,2015,3.30 ,3.90 ,61.73 ,9.68 ,93.00 ,93.00 ,27.10 ,93.00 ,93.00 ,0.04 ,56707.00 ,23.82 ,0.60 ,0.60 ,12.80 ,1.00 ,0.00 ,82.40 
Australia,Oceania,2004,4.80 ,5.80 ,67.92 ,9.84 ,95.00 ,85.00 ,26.60 ,92.00 ,92.00 ,0.05 ,49439.00 ,20.13 ,0.70 ,0.60 ,11.80 ,1.00 ,0.00 ,80.50 
Australia,Oceania,2000,5.10 ,6.20 ,77.04 ,10.17 ,95.00 ,85.00 ,26.20 ,90.00 ,90.00 ,0.04 ,45559.00 ,19.15 ,0.70 ,0.70 ,11.90 ,1.00 ,0.00 ,79.20 
Australia,Oceania,2014,3.40 ,4.00 ,60.83 ,9.90 ,91.00 ,93.00 ,27.10 ,92.00 ,92.00 ,0.04 ,56306.00 ,23.48 ,0.60 ,0.60 ,12.70 ,1.00 ,0.00 ,82.30 
Australia,Oceania,2008,4.40 ,5.20 ,64.32 ,10.76 ,94.00 ,80.00 ,26.80 ,92.00 ,92.00 ,0.05 ,53339.00 ,21.25 ,0.70 ,0.60 ,12.30 ,1.00 ,0.00 ,81.40 
Australia,Oceania,2007,4.50 ,5.40 ,66.42 ,10.56 ,94.00 ,89.00 ,26.80 ,92.00 ,92.00 ,0.05 ,52539.00 ,20.83 ,0.70 ,0.60 ,12.00 ,1.00 ,0.00 ,81.30 
Austria,European Union,2014,3.10 ,3.80 ,65.82 ,12.40 ,98.00 ,87.00 ,25.50 ,98.00 ,98.00 ,0.08 ,44245.00 ,8.55 ,1.80 ,2.00 ,12.10 ,1.00 ,0.00 ,81.50 
Austria,European Union,2012,3.30 ,4.00 ,69.02 ,12.10 ,92.00 ,78.00 ,25.50 ,92.00 ,92.00 ,0.08 ,44550.00 ,8.43 ,1.80 ,2.00 ,11.80 ,1.00 ,0.00 ,80.90 
Austria,European Union,2006,3.90 ,4.70 ,78.39 ,12.58 ,83.00 ,61.00 ,25.30 ,83.00 ,83.00 ,0.08 ,42496.00 ,8.27 ,1.70 ,1.90 ,10.10 ,1.00 ,0.00 ,79.90 
Austria,European Union,2003,4.30 ,5.20 ,87.65 ,12.31 ,83.00 ,46.00 ,25.10 ,84.00 ,84.00 ,0.08 ,39815.00 ,8.12 ,1.70 ,1.90 ,9.60 ,1.00 ,0.00 ,78.60 
Austria,European Union,2013,3.20 ,3.90 ,67.35 ,12.10 ,95.00 ,82.00 ,25.50 ,95.00 ,95.00 ,0.08 ,44299.00 ,8.48 ,1.80 ,2.00 ,11.90 ,1.00 ,0.00 ,81.10 
Austria,European Union,2001,4.50 ,5.40 ,91.52 ,12.35 ,44.00 ,34.00 ,25.00 ,83.00 ,84.00 ,0.08 ,39185.00 ,8.04 ,1.70 ,1.90 ,9.20 ,1.00 ,0.00 ,78.60 
Austria,European Union,2004,4.20 ,5.10 ,84.82 ,12.17 ,83.00 ,47.00 ,25.20 ,83.00 ,83.00 ,0.08 ,40651.00 ,8.17 ,1.70 ,1.90 ,9.80 ,1.00 ,0.00 ,79.20 
Austria,European Union,2015,3.00 ,3.70 ,64.69 ,11.60 ,93.00 ,88.00 ,25.50 ,93.00 ,93.00 ,0.08 ,44196.00 ,8.64 ,1.90 ,2.10 ,12.10 ,1.00 ,0.00 ,81.20 
Austria,European Union,2002,4.40 ,5.30 ,89.43 ,12.09 ,81.00 ,39.00 ,25.10 ,82.00 ,83.00 ,0.08 ,39636.00 ,8.08 ,1.70 ,1.90 ,9.40 ,1.00 ,0.00 ,78.70 
Austria,European Union,2000,4.60 ,5.50 ,94.88 ,13.35 ,33.00 ,35.00 ,25.00 ,71.00 ,81.00 ,0.08 ,38843.00 ,8.01 ,1.70 ,1.90 ,9.00 ,1.00 ,0.00 ,78.10 
Austria,European Union,2009,3.70 ,4.50 ,76.57 ,11.87 ,83.00 ,64.00 ,25.40 ,83.00 ,83.00 ,0.08 ,42655.00 ,8.34 ,1.70 ,1.90 ,11.70 ,1.00 ,0.00 ,80.30 
Austria,European Union,2005,4.10 ,4.90 ,83.48 ,12.14 ,86.00 ,54.00 ,25.20 ,86.00 ,86.00 ,0.08 ,41281.00 ,8.23 ,1.70 ,1.90 ,9.90 ,1.00 ,0.00 ,79.30 
Austria,European Union,2008,3.80 ,4.50 ,74.94 ,12.03 ,83.00 ,62.00 ,25.30 ,83.00 ,83.00 ,0.08 ,44440.00 ,8.32 ,1.70 ,1.90 ,11.50 ,1.00 ,0.00 ,80.40 
Austria,European Union,2011,3.50 ,4.20 ,71.85 ,11.90 ,89.00 ,73.00 ,25.40 ,89.00 ,89.00 ,0.08 ,44451.00 ,8.39 ,1.70 ,2.00 ,11.80 ,1.00 ,0.00 ,81.00 
Austria,European Union,2007,3.80 ,4.60 ,78.06 ,12.54 ,85.00 ,56.00 ,25.30 ,85.00 ,85.00 ,0.08 ,43938.00 ,8.30 ,1.70 ,1.90 ,11.60 ,1.00 ,0.00 ,80.20 
Austria,European Union,2010,3.60 ,4.30 ,74.50 ,12.10 ,86.00 ,69.00 ,25.40 ,86.00 ,86.00 ,0.08 ,43335.00 ,8.36 ,1.70 ,1.90 ,11.80 ,1.00 ,0.00 ,80.60 
Azerbaijan,Asia,2011,30.50 ,34.90 ,134.01 ,0.60 ,84.00 ,92.00 ,26.50 ,91.00 ,87.00 ,0.08 ,5153.00 ,9.17 ,2.80 ,2.90 ,10.70 ,0.00 ,1.00 ,71.20 
Azerbaijan,Asia,2007,39.10 ,45.50 ,141.68 ,0.95 ,62.00 ,75.00 ,26.10 ,81.00 ,79.00 ,0.15 ,4327.00 ,8.58 ,2.80 ,2.90 ,10.20 ,0.00 ,1.00 ,69.80 
Azerbaijan,Asia,2004,47.00 ,55.60 ,155.04 ,0.63 ,50.00 ,67.00 ,25.90 ,78.00 ,77.00 ,0.20 ,2078.00 ,8.31 ,3.00 ,3.00 ,10.60 ,0.00 ,1.00 ,68.20 
Azerbaijan,Asia,2012,28.50 ,32.50 ,132.09 ,0.52 ,88.00 ,95.00 ,26.60 ,92.00 ,89.00 ,0.07 ,5195.00 ,9.30 ,2.80 ,2.80 ,10.70 ,0.00 ,1.00 ,71.50 
Azerbaijan,Asia,2001,57.20 ,69.30 ,166.74 ,0.50 ,50.00 ,65.00 ,25.60 ,77.00 ,77.00 ,0.16 ,1615.00 ,8.11 ,3.10 ,3.10 ,10.60 ,0.00 ,1.00 ,67.10 
Azerbaijan,Asia,2002,53.50 ,64.30 ,163.95 ,0.55 ,50.00 ,67.00 ,25.70 ,80.00 ,76.00 ,0.18 ,1754.00 ,8.17 ,3.10 ,3.10 ,10.60 ,0.00 ,1.00 ,67.40 
Azerbaijan,Asia,2015,23.30 ,26.30 ,124.90 ,0.51 ,96.00 ,98.00 ,26.90 ,98.00 ,96.00 ,0.05 ,5500.00 ,9.65 ,2.80 ,2.90 ,10.70 ,0.00 ,1.00 ,72.30 
Azerbaijan,Asia,2010,32.50 ,37.30 ,135.92 ,0.99 ,80.00 ,89.00 ,26.40 ,85.00 ,81.00 ,0.09 ,5215.00 ,9.05 ,2.80 ,2.90 ,10.70 ,0.00 ,1.00 ,70.90 
Azerbaijan,Asia,2003,50.10 ,59.70 ,159.49 ,0.55 ,51.00 ,66.00 ,25.80 ,79.00 ,77.00 ,0.20 ,1919.00 ,8.23 ,3.00 ,3.00 ,10.60 ,0.00 ,1.00 ,67.80 
Azerbaijan,Asia,2005,44.10 ,51.90 ,150.58 ,0.73 ,49.00 ,67.00 ,26.00 ,79.00 ,75.00 ,0.19 ,2632.00 ,8.39 ,2.90 ,3.00 ,10.70 ,0.00 ,1.00 ,68.70 
Azerbaijan,Asia,2013,26.70 ,30.30 ,129.69 ,0.52 ,93.00 ,98.00 ,26.70 ,96.00 ,93.00 ,0.06 ,5426.00 ,9.42 ,2.80 ,2.80 ,10.80 ,0.00 ,1.00 ,71.80 
Azerbaijan,Asia,2009,34.70 ,39.90 ,137.84 ,1.92 ,74.00 ,83.00 ,26.30 ,84.00 ,81.00 ,0.10 ,5024.00 ,8.95 ,2.80 ,2.90 ,10.70 ,0.00 ,1.00 ,70.60 
Azerbaijan,Asia,2014,24.90 ,28.20 ,127.29 ,0.36 ,94.00 ,98.00 ,26.80 ,97.00 ,94.00 ,0.05 ,5506.00 ,9.54 ,2.80 ,2.90 ,10.70 ,0.00 ,1.00 ,72.00 
Azerbaijan,Asia,2006,41.50 ,48.60 ,146.13 ,0.85 ,52.00 ,68.00 ,26.00 ,80.00 ,78.00 ,0.17 ,3501.00 ,8.48 ,2.90 ,2.90 ,10.70 ,0.00 ,1.00 ,69.30 
Azerbaijan,Asia,2000,60.90 ,74.40 ,169.53 ,0.66 ,50.00 ,66.00 ,25.60 ,75.00 ,76.00 ,0.12 ,1481.00 ,8.05 ,3.20 ,3.10 ,10.60 ,0.00 ,1.00 ,66.80 
Azerbaijan,Asia,2008,36.80 ,42.70 ,139.76 ,1.12 ,68.00 ,79.00 ,26.20 ,85.00 ,81.00 ,0.12 ,4693.00 ,8.76 ,2.80 ,2.90 ,10.20 ,0.00 ,1.00 ,70.20 
"Bahamas, The",Central America and Caribbean,2011,13.00 ,15.20 ,165.54 ,9.23 ,95.00 ,83.00 ,27.60 ,97.00 ,98.00 ,0.46 ,32027.00 ,0.36 ,2.50 ,2.50 ,11.00 ,0.00 ,1.00 ,72.30 
"Bahamas, The",Central America and Caribbean,2014,12.20 ,14.30 ,160.15 ,9.22 ,96.00 ,83.00 ,27.80 ,96.00 ,96.00 ,0.34 ,31689.00 ,0.37 ,2.50 ,2.50 ,11.10 ,0.00 ,1.00 ,72.80 
"Bahamas, The",Central America and Caribbean,2007,14.10 ,16.50 ,174.60 ,9.92 ,93.00 ,83.00 ,27.30 ,95.00 ,95.00 ,0.57 ,35697.00 ,0.34 ,2.50 ,2.50 ,10.90 ,0.00 ,1.00 ,72.00 
"Bahamas, The",Central America and Caribbean,2000,13.90 ,16.30 ,190.14 ,11.93 ,90.00 ,83.00 ,26.70 ,91.00 ,99.00 ,1.00 ,35794.00 ,0.30 ,2.70 ,2.60 ,10.90 ,0.00 ,1.00 ,71.90 
"Bahamas, The",Central America and Caribbean,2013,12.50 ,14.60 ,161.71 ,9.23 ,97.00 ,83.00 ,27.80 ,97.00 ,97.00 ,0.36 ,31408.00 ,0.37 ,2.50 ,2.50 ,11.10 ,0.00 ,1.00 ,72.60 
"Bahamas, The",Central America and Caribbean,2001,14.00 ,16.40 ,187.54 ,11.38 ,90.00 ,83.00 ,26.80 ,98.00 ,99.00 ,0.90 ,36178.00 ,0.30 ,2.70 ,2.60 ,10.90 ,0.00 ,1.00 ,72.00 
"Bahamas, The",Central America and Caribbean,2008,13.90 ,16.20 ,172.34 ,9.65 ,90.00 ,83.00 ,27.40 ,93.00 ,93.00 ,0.53 ,34229.00 ,0.34 ,2.50 ,2.50 ,10.90 ,0.00 ,1.00 ,72.00 
"Bahamas, The",Central America and Caribbean,2009,13.60 ,15.90 ,170.07 ,8.75 ,95.00 ,83.00 ,27.40 ,97.00 ,96.00 ,0.49 ,32244.00 ,0.35 ,2.50 ,2.50 ,10.90 ,0.00 ,1.00 ,72.10 
"Bahamas, The",Central America and Caribbean,2004,14.40 ,16.80 ,180.80 ,9.61 ,93.00 ,83.00 ,27.10 ,92.00 ,93.00 ,0.70 ,35122.00 ,0.32 ,2.60 ,2.50 ,10.90 ,0.00 ,1.00 ,72.00 
"Bahamas, The",Central America and Caribbean,2012,12.80 ,14.90 ,163.27 ,9.37 ,96.00 ,83.00 ,27.70 ,99.00 ,98.00 ,0.39 ,32652.00 ,0.36 ,2.50 ,2.50 ,11.10 ,0.00 ,1.00 ,72.40 
"Bahamas, The",Central America and Caribbean,2006,14.30 ,16.70 ,176.67 ,9.82 ,96.00 ,83.00 ,27.20 ,94.00 ,95.00 ,0.59 ,35863.00 ,0.33 ,2.50 ,2.50 ,10.90 ,0.00 ,1.00 ,72.00 
"Bahamas, The",Central America and Caribbean,2005,14.40 ,16.80 ,178.73 ,9.83 ,93.00 ,83.00 ,27.10 ,93.00 ,93.00 ,0.66 ,35649.00 ,0.32 ,2.60 ,2.50 ,10.90 ,0.00 ,1.00 ,72.00 
"Bahamas, The",Central America and Caribbean,2002,14.10 ,16.50 ,184.93 ,10.94 ,89.00 ,83.00 ,26.90 ,93.00 ,94.00 ,0.82 ,36548.00 ,0.31 ,2.60 ,2.60 ,10.90 ,0.00 ,1.00 ,72.00 
"Bahamas, The",Central America and Caribbean,2003,14.30 ,16.70 ,182.86 ,10.59 ,88.00 ,83.00 ,27.00 ,93.00 ,92.00 ,0.75 ,35456.00 ,0.31 ,2.60 ,2.50 ,10.90 ,0.00 ,1.00 ,72.00 
"Bahamas, The",Central America and Caribbean,2015,12.00 ,14.00 ,158.59 ,9.27 ,95.00 ,83.00 ,27.90 ,95.00 ,95.00 ,0.34 ,31699.00 ,0.37 ,2.50 ,2.50 ,11.10 ,0.00 ,1.00 ,73.10 
"Bahamas, The",Central America and Caribbean,2010,13.30 ,15.60 ,167.80 ,9.21 ,98.00 ,83.00 ,27.50 ,97.00 ,99.00 ,0.49 ,32248.00 ,0.35 ,2.50 ,2.50 ,10.90 ,0.00 ,1.00 ,72.10 
Bahrain,Middle East,2011,7.00 ,8.20 ,70.33 ,1.66 ,99.00 ,98.00 ,25.00 ,99.00 ,99.00 ,0.05 ,20774.00 ,1.28 ,6.10 ,6.00 ,8.60 ,0.00 ,1.00 ,76.20 
Bahrain,Middle East,2005,9.10 ,10.60 ,77.80 ,1.92 ,98.00 ,99.00 ,25.30 ,98.00 ,98.00 ,0.05 ,22344.00 ,0.89 ,6.10 ,5.90 ,8.40 ,0.00 ,1.00 ,75.30 
Bahrain,Middle East,2012,6.80 ,8.00 ,69.44 ,1.72 ,99.00 ,99.00 ,24.90 ,99.00 ,99.00 ,0.05 ,21188.00 ,1.30 ,6.10 ,6.00 ,8.80 ,0.00 ,1.00 ,76.30 
Bahrain,Middle East,2003,9.70 ,11.30 ,81.73 ,2.04 ,98.00 ,99.00 ,25.40 ,97.00 ,97.00 ,0.05 ,22336.00 ,0.78 ,6.10 ,5.90 ,8.40 ,0.00 ,1.00 ,75.00 
Bahrain,Middle East,2007,8.40 ,9.80 ,73.87 ,1.83 ,97.00 ,99.00 ,25.10 ,97.00 ,97.00 ,0.05 ,22112.00 ,1.04 ,6.10 ,5.90 ,8.40 ,0.00 ,1.00 ,75.60 
Bahrain,Middle East,2000,10.70 ,12.50 ,88.54 ,1.97 ,97.00 ,92.00 ,25.50 ,97.00 ,97.00 ,0.05 ,23244.00 ,0.66 ,6.20 ,6.00 ,8.30 ,0.00 ,1.00 ,74.40 
Bahrain,Middle East,2002,10.00 ,11.60 ,83.69 ,1.87 ,98.00 ,97.00 ,25.40 ,98.00 ,98.00 ,0.05 ,22258.00 ,0.74 ,6.20 ,5.90 ,8.40 ,0.00 ,1.00 ,74.80 
Bahrain,Middle East,2013,6.70 ,7.80 ,68.52 ,1.65 ,99.00 ,99.00 ,24.90 ,99.00 ,99.00 ,0.05 ,22079.00 ,1.32 ,6.10 ,6.00 ,9.00 ,0.00 ,1.00 ,76.50 
Bahrain,Middle East,2001,10.30 ,12.00 ,86.12 ,1.89 ,99.00 ,99.00 ,25.50 ,99.00 ,99.00 ,0.05 ,22698.00 ,0.70 ,6.20 ,6.00 ,8.40 ,0.00 ,1.00 ,74.60 
Bahrain,Middle East,2006,8.80 ,10.20 ,75.84 ,1.94 ,98.00 ,99.00 ,25.20 ,98.00 ,98.00 ,0.05 ,22069.00 ,0.96 ,6.10 ,5.90 ,8.40 ,0.00 ,1.00 ,75.50 
Bahrain,Middle East,2010,7.30 ,8.50 ,71.21 ,1.96 ,99.00 ,98.00 ,25.00 ,99.00 ,99.00 ,0.05 ,20982.00 ,1.24 ,6.00 ,5.90 ,8.40 ,0.00 ,1.00 ,76.10 
Bahrain,Middle East,2014,6.60 ,7.70 ,67.60 ,1.57 ,98.00 ,99.00 ,24.90 ,98.00 ,98.00 ,0.05 ,22677.00 ,1.34 ,6.10 ,6.00 ,9.10 ,0.00 ,1.00 ,76.60 
Bahrain,Middle East,2009,7.60 ,8.90 ,72.10 ,1.95 ,98.00 ,99.00 ,25.00 ,97.00 ,98.00 ,0.05 ,21057.00 ,1.19 ,6.00 ,5.90 ,8.40 ,0.00 ,1.00 ,75.90 
Bahrain,Middle East,2004,9.40 ,11.00 ,79.77 ,1.98 ,98.00 ,99.00 ,25.30 ,98.00 ,98.00 ,0.05 ,22423.00 ,0.83 ,6.10 ,5.90 ,8.40 ,0.00 ,1.00 ,75.20 
Bahrain,Middle East,2008,8.00 ,9.30 ,72.99 ,1.99 ,97.00 ,97.00 ,25.10 ,97.00 ,97.00 ,0.05 ,21833.00 ,1.11 ,6.00 ,5.90 ,8.40 ,0.00 ,1.00 ,75.80 
Bahrain,Middle East,2015,6.50 ,7.60 ,66.68 ,1.53 ,98.00 ,99.00 ,24.80 ,98.00 ,98.00 ,0.05 ,22634.00 ,1.37 ,6.20 ,6.10 ,9.30 ,0.00 ,1.00 ,76.80 
Bangladesh,Asia,2007,44.80 ,57.80 ,147.64 ,0.00 ,95.00 ,63.00 ,20.80 ,96.00 ,94.00 ,0.01 ,856.00 ,142.66 ,19.50 ,2.10 ,4.70 ,0.00 ,1.00 ,68.60 
Bangladesh,Asia,2011,37.20 ,46.70 ,139.31 ,0.00 ,96.00 ,71.00 ,21.20 ,96.00 ,96.00 ,0.01 ,1024.00 ,149.27 ,18.70 ,19.20 ,5.10 ,0.00 ,1.00 ,70.30 
Bangladesh,Asia,2004,51.80 ,68.30 ,156.41 ,0.00 ,75.00 ,63.00 ,20.50 ,88.00 ,99.00 ,0.01 ,733.00 ,136.99 ,2.10 ,2.70 ,4.50 ,0.00 ,1.00 ,67.30 
Bangladesh,Asia,2001,60.00 ,81.10 ,166.20 ,0.00 ,75.00 ,63.00 ,20.30 ,85.00 ,85.00 ,0.01 ,674.00 ,130.09 ,2.70 ,21.30 ,4.30 ,0.00 ,1.00 ,66.00 
Bangladesh,Asia,2005,49.40 ,64.60 ,153.49 ,0.00 ,45.00 ,63.00 ,20.60 ,94.00 ,93.00 ,0.01 ,769.00 ,139.04 ,19.90 ,2.50 ,4.50 ,0.00 ,1.00 ,67.80 
Bangladesh,Asia,2003,54.30 ,72.30 ,159.34 ,0.00 ,75.00 ,63.00 ,20.40 ,90.00 ,87.00 ,0.01 ,708.00 ,134.79 ,2.30 ,2.90 ,4.40 ,0.00 ,1.00 ,66.90 
Bangladesh,Asia,2014,32.50 ,40.10 ,132.25 ,0.01 ,97.00 ,89.00 ,21.50 ,97.00 ,97.00 ,0.01 ,1185.00 ,154.52 ,18.10 ,18.60 ,5.20 ,0.00 ,1.00 ,71.20 
Bangladesh,Asia,2013,34.00 ,42.20 ,134.74 ,0.00 ,96.00 ,82.00 ,21.40 ,96.00 ,96.00 ,0.01 ,1130.00 ,152.76 ,18.30 ,18.80 ,5.10 ,0.00 ,1.00 ,70.90 
Bangladesh,Asia,2006,47.00 ,61.00 ,150.57 ,0.00 ,86.00 ,62.00 ,20.70 ,95.00 ,94.00 ,0.01 ,809.00 ,140.92 ,19.70 ,2.30 ,4.60 ,0.00 ,1.00 ,68.20 
Bangladesh,Asia,2009,40.70 ,51.80 ,143.48 ,0.00 ,97.00 ,59.00 ,21.00 ,97.00 ,97.00 ,0.01 ,932.00 ,145.92 ,19.10 ,19.70 ,4.80 ,0.00 ,1.00 ,69.50 
Bangladesh,Asia,2008,42.70 ,54.70 ,145.56 ,0.00 ,96.00 ,65.00 ,20.90 ,96.00 ,96.00 ,0.01 ,897.00 ,144.30 ,19.30 ,19.90 ,4.80 ,0.00 ,1.00 ,69.10 
Bangladesh,Asia,2015,31.00 ,38.10 ,129.75 ,0.01 ,97.00 ,90.00 ,21.60 ,98.00 ,97.00 ,0.01 ,1248.00 ,156.26 ,17.90 ,18.30 ,5.20 ,0.00 ,1.00 ,71.50 
Bangladesh,Asia,2012,35.60 ,44.40 ,137.23 ,0.00 ,94.00 ,41.00 ,21.30 ,94.00 ,94.00 ,0.01 ,1078.00 ,151.01 ,18.50 ,19.00 ,5.10 ,0.00 ,1.00 ,70.60 
Bangladesh,Asia,2000,63.10 ,86.00 ,170.13 ,0.01 ,75.00 ,63.00 ,20.20 ,83.00 ,82.00 ,0.01 ,654.00 ,127.66 ,2.90 ,21.50 ,4.10 ,0.00 ,1.00 ,65.40 
Bangladesh,Asia,2010,38.90 ,49.10 ,141.39 ,0.00 ,94.00 ,65.00 ,21.10 ,94.00 ,94.00 ,0.01 ,973.00 ,147.58 ,18.90 ,19.40 ,4.90 ,0.00 ,1.00 ,69.90 
Bangladesh,Asia,2002,57.00 ,76.50 ,162.26 ,0.00 ,75.00 ,63.00 ,20.40 ,83.00 ,83.00 ,0.01 ,687.00 ,132.48 ,2.50 ,21.10 ,4.30 ,0.00 ,1.00 ,66.40 
Barbados,Central America and Caribbean,2002,14.20 ,15.50 ,122.86 ,7.59 ,66.00 ,41.00 ,26.60 ,86.00 ,87.00 ,0.60 ,15905.00 ,0.27 ,4.20 ,4.10 ,9.10 ,0.00 ,1.00 ,77.50 
Barbados,Central America and Caribbean,2011,13.70 ,14.80 ,104.77 ,8.69 ,91.00 ,94.00 ,27.40 ,91.00 ,91.00 ,0.35 ,16619.00 ,0.28 ,3.80 ,3.80 ,9.90 ,0.00 ,1.00 ,78.50 
Barbados,Central America and Caribbean,2008,14.10 ,15.30 ,110.56 ,8.63 ,85.00 ,97.00 ,27.10 ,85.00 ,85.00 ,0.45 ,18240.00 ,0.28 ,3.90 ,3.90 ,9.30 ,0.00 ,1.00 ,78.20 
Barbados,Central America and Caribbean,2015,13.00 ,14.00 ,99.09 ,9.68 ,97.00 ,89.00 ,27.70 ,97.00 ,97.00 ,0.28 ,16559.00 ,0.29 ,3.80 ,3.70 ,10.50 ,0.00 ,1.00 ,78.80 
Barbados,Central America and Caribbean,2009,13.90 ,15.10 ,108.63 ,8.24 ,93.00 ,97.00 ,27.20 ,93.00 ,93.00 ,0.41 ,17254.00 ,0.28 ,3.80 ,3.80 ,9.30 ,0.00 ,1.00 ,78.30 
Barbados,Central America and Caribbean,2001,14.00 ,15.30 ,125.14 ,7.42 ,83.00 ,70.00 ,26.60 ,93.00 ,84.00 ,0.61 ,15834.00 ,0.27 ,4.20 ,4.20 ,9.00 ,0.00 ,1.00 ,77.40 
Barbados,Central America and Caribbean,2014,13.30 ,14.30 ,100.34 ,9.27 ,94.00 ,91.00 ,27.60 ,95.00 ,94.00 ,0.29 ,16188.00 ,0.28 ,3.80 ,3.70 ,10.50 ,0.00 ,1.00 ,78.70 
Barbados,Central America and Caribbean,2004,14.40 ,15.70 ,118.71 ,7.43 ,93.00 ,99.00 ,26.80 ,93.00 ,93.00 ,0.57 ,16369.00 ,0.28 ,4.10 ,4.00 ,9.20 ,0.00 ,1.00 ,77.80 
Barbados,Central America and Caribbean,2005,14.40 ,15.70 ,116.64 ,7.84 ,92.00 ,98.00 ,26.90 ,91.00 ,92.00 ,0.55 ,16952.00 ,0.28 ,4.00 ,4.00 ,9.20 ,0.00 ,1.00 ,77.90 
Barbados,Central America and Caribbean,2006,14.30 ,15.60 ,114.56 ,8.12 ,84.00 ,94.00 ,27.00 ,85.00 ,84.00 ,0.52 ,17914.00 ,0.28 ,4.00 ,3.90 ,9.20 ,0.00 ,1.00 ,78.00 
Barbados,Central America and Caribbean,2010,13.80 ,15.00 ,106.70 ,8.66 ,86.00 ,96.00 ,27.30 ,90.00 ,86.00 ,0.38 ,16784.00 ,0.28 ,3.80 ,3.80 ,9.40 ,0.00 ,1.00 ,78.40 
Barbados,Central America and Caribbean,2013,13.50 ,14.60 ,101.59 ,9.05 ,91.00 ,89.00 ,27.50 ,91.00 ,91.00 ,0.31 ,16232.00 ,0.28 ,3.80 ,3.80 ,10.50 ,0.00 ,1.00 ,78.60 
Barbados,Central America and Caribbean,2003,14.30 ,15.70 ,120.79 ,7.51 ,91.00 ,71.00 ,26.70 ,90.00 ,89.00 ,0.58 ,16197.00 ,0.27 ,4.10 ,4.10 ,9.10 ,0.00 ,1.00 ,77.70 
Barbados,Central America and Caribbean,2007,14.20 ,15.40 ,112.49 ,8.07 ,93.00 ,96.00 ,27.10 ,93.00 ,93.00 ,0.49 ,18205.00 ,0.28 ,3.90 ,3.90 ,9.30 ,0.00 ,1.00 ,78.10 
Barbados,Central America and Caribbean,2012,13.60 ,14.70 ,102.83 ,8.90 ,87.00 ,90.00 ,27.50 ,88.00 ,87.00 ,0.33 ,16505.00 ,0.28 ,3.80 ,3.80 ,10.50 ,0.00 ,1.00 ,78.50 
